web-scraper-order,dates_times_title_course_number,course_number
1550244877-14026,,"30581 
            GOV   GOV   369   01   African American Political Thought    Erin R. Pineda"
1550244877-14027,,"30134 
            HSC   HSC   207   01   The Technology of Reading and Writing    Douglas Lane Patey"
1550244877-14028,,"30183 
            HST   HST   226   01   (L) Renaissance and Reformation? Europe in the Late Middle Ages: Society, Culture and Politics From     Joshua Birk"
1550244877-14029,,"30184 
            HST   HST   227   01   (C) Aspects of Medieval European History Magic in the Middle Ages   Joshua Birk"
1550244877-14030,,"30189 
            HST   HST   235   01   (L) Independent Africa: A Social and Cultural History    Jeffrey S. Ahlman"
1550244877-14031,,"30182 
            HST   HST   236   01   (L) World History 1000-2000: The European Millennium?    Ernest Benz"
1550244877-14032,,"30186 
            HST   HST   241   01   (L) Soviet Union in the Cold War    Serguei Glebov"
1550244877-14033,,"30757 
            HST   HST   264   01   Women and Revolutions    Diana Sierra Becerra"
1550244877-14034,,"30187 
            HST   HST   266   01   (L) Emancipation and the Afterlife of Slavery    Elizabeth S. Pryor"
1550244877-14035,,"30760 
            HST   HST   270   01   (C) Aspects of American History Gender and US Imperialism   Holger G. Droessler"
1550244877-14036,,"30761 
            HST   HST   280   01   (C) Inquiries into United States Social History Wastelands to Wal-Mart: Labor and Capitalism in the US   Holger G. Droessler"
1550244877-14037,,"30620 
            HST   HST   281   01   (L) South Asian Pasts and Presents    Abhilash Medhi"
1550244877-14038,,"30759 
            HST   HST   282   01   Pacific Worlds    Holger G. Droessler"
1550244877-14039,,"30613 
            HST   HST   286   01   (C) Recent Historiographic Debates in Gender and Sexuality    Darcy C. Buerkle"
1550244877-14040,,"30191 
            HST   HST   343   01   Seminar: Problems In World History Twentieth-Century Revolutions   Jeffrey S. Ahlman"
1550244877-14041,,"30190 
            HST   HST   371   01   Seminar: Problems in 19th-Century United States History Remembering Slavery: A Gendered Reading of the WPA Interviews   Elizabeth S. Pryor"
1550244877-14042,,"30734 
            IDP   ACC   223   01   Financial Accounting    Keith R. Fox"
1550244877-14043,,"30846 
            IDP   IDP   131   01   ​Interpretive Visualization Through Motion Graphics Design    Kathryn Susan Lee"
1550244877-14044,,"30736 
            IDP   IDP   136   01   Applied Learning Strategies    Kelly S. Vogel"
1550244877-14045,,"30737 
            IDP   IDP   208   01   Women’s Medical Issues    Leslie Richard Jaffe"
1550244877-14046,,"30738 
            IDP   IDP   210   01   The Pedagogy of Student-Faculty Partnership    Alan N. Rudnitsky"
1550244877-14047,,"30802 
            IDP   IDP   291   01   Reflecting on the International Experience: Depicting Journey with Digital Storytelling    Nancy Saporta Sternbach"
1550244877-14048,,"30742 
            IDP   IDP   316   01   [Critical] Design Thinking Studio    Emily T Norton"
1550244877-14049,,"30557 
            IDP   IDP   325   01   Art/Math Studio    Pau Atela"
1550244877-14050,,"31450 
            IDP   IDP   400   02   Special Studies    Emily T Norton"
1550244877-14051,,"30740 
            IDP   SPE   100   01   The Art of Effective Speaking    Debra Carney"
1550244877-14052,,"30741 
            IDP   SPE   100   02   The Art of Effective Speaking    Peter Sapira"
1550244877-14053,,"30463 
            ITL   ITL   110Y   01   Elementary Italian    Simone M. Gugliotta"
1550244877-14054,,"30464 
            ITL   ITL   110Y   02   Elementary Italian    Stephanie Lynne Price Foster"
1550244877-14055,,"30465 
            ITL   ITL   111   01   Accelerated Elementary Italian    Simone M. Gugliotta"
1550244877-14056,,"30466 
            ITL   ITL   135   01   Elementary Italian Conversation    Giovanna Bellesia"
1550244877-14057,,"30467 
            ITL   ITL   200   01   Made in Italy: Italian Design and World Culture    Filippo Gianferrari"
1550244877-14058,,"30468 
            ITL   ITL   220   01   Intermediate Italian    Filippo Gianferrari"
1550244877-14059,,"30469 
            ITL   ITL   250   01   Survey of Italian Literature I    Filippo Gianferrari"
1550244877-14060,,"30471 
            ITL   ITL   275   01   Advanced Italian Conversation    Giovanna Bellesia"
1550244877-14061,,"30719 
            ITL   ITL   299   01   Teaching Romance Languages: Theories and Techniques on Second Language Acquisition    Simone M. Gugliotta"
1550244877-14062,,"30470 
            ITL   ITL   344   01   Senior Seminar: Italian Women Writers Women in Italian Society: Yesterday, Today and Tomorrow   Giovanna Bellesia"
1550244877-14063,,"30192 
            JUD   JUD   102   01   Elementary Modern Hebrew II    Joanna Caravita"
1550244877-14064,,"30706 
            JUD   JUD   263   01   The Jewish Graphic Novel    Christopher Couch"
1550244877-14065,,"30193 
            JUD   JUD   287   01   The Holocaust    Ernest Benz, Justin Daniel Cammy"
1550244877-14066,,"31288 
            JUD   JUD   400   02   Special Studies    Joanna Caravita"
1550244877-14067,,"30396 
            LSS   LSS   100   01   Landscape, Environment and Design
    Reid W. Bertone-Johnson, Ann Leone"
1550244877-14068,,"30726 
            LSS   LSS   245   01   Place Frames: Photography As Research Method In Landscape Studies    Steven Thomas Moga"
1550244877-14069,,"30397 
            LSS   LSS   250   01   Studio: Landscape and Narrative    Reid W. Bertone-Johnson"
1550244877-14070,,"30395 
            LSS   LSS   300   01   Rethinking Landscape    Steven Thomas Moga"
1550244877-14071,,"30398 
            LSS   LSS   389   01   Broad-Scale Design and Planning Studio    Reid W. Bertone-Johnson"
1550244877-14072,,"30622 
            LAS   LAS   201   01   Colloquium in Latin American and Latino/a Studies Mapping the Cultural Geography of Latin America: Landscapes of Development and Identity   Jamie L. Worms"
1550244877-14073,,"30623 
            LAS   LAS   201   02   Colloquium in Latin American and Latino/a Studies Latin American, Latinx, Chicanx and Caribbean Comics and Graphic Novels"
1550244877-14074,,"30758 
            LAS   LAS   264   01   Women and Revolutions    Diana Sierra Becerra"
1550244877-14075,,"30621 
            LOG   LOG   222   01   Set Theory    Eric P Snyder"
1550244877-14076,,"30506 
            MTH   MTH   107   01   Statistical Thinking    Lu Lu"
1550244877-14077,,"30536 
            MTH   MTH   111   01   Calculus I    Daniel Schultheis"
1550244877-14078,,"30537 
            MTH   MTH   111   02   Calculus I    Francisco Franco Munoz"
1550244877-14079,,"30538 
            MTH   MTH   111   03   Calculus I    Francisco Franco Munoz"
1550244877-14080,,"30539 
            MTH   MTH   112   01   Calculus II    Jennifer Beichman"
1550244877-14081,,"30540 
            MTH   MTH   112   02   Calculus II    Joseph A Hoisington"
1550244877-14082,,"30541 
            MTH   MTH   112   03   Calculus II    Perpetual Opoku Agyemang"
1550244877-14083,,"30543 
            MTH   MTH   153   01   Introduction to Discrete Mathematics    Rajan Mehta"
1550244877-14084,,"30544 
            MTH   MTH   153   02   Introduction to Discrete Mathematics    Ileana Vasu"
1550244877-14085,,"30545 
            MTH   MTH   205   01   Modeling in the Sciences    Christophe Golé"
1550244877-14086,,"30547 
            MTH   MTH   211   01   Linear Algebra    Caitlin J Worth"
1550244877-14087,,"30548 
            MTH   MTH   211   02   Linear Algebra    Daniel Schultheis"
1550244877-14088,,"30549 
            MTH   MTH   212   01   Calculus III    Nessy Tania"
1550244877-14089,,"30550 
            MTH   MTH   212   02   Calculus III    Nessy Tania"
1550244877-14090,,"30492 
            MTH   MTH   220   01   Introduction to Probability and Statistics    Albert Y. Kim"
1550244877-14091,,"30494 
            MTH   MTH   220   L01   Introduction to Probability and Statistics    Jennifer R. Smetzer"
1550244877-14092,,"30496 
            MTH   MTH   220   L02   Introduction to Probability and Statistics    Jennifer R. Smetzer"
1550244877-14093,,"30551 
            MTH   MTH   233   01   An Introduction to Modern Algebra    David C. Meyer"
1550244877-14094,,"30558 
            MTH   MTH   254   01   Combinatorics    Francisco Franco Munoz"
1550244877-14095,,"30552 
            MTH   MTH   280   01   Advanced Calculus    Jennifer Beichman"
1550244877-14096,,"30498 
            MTH   MTH   290   01   Research Design and Analysis    Randi Garcia"
1550244877-14097,,"30500 
            MTH   MTH   291   01   Multiple Regression    Benjamin D. Capistrant"
1550244877-14098,,"30502 
            MTH   MTH   291   02   Multiple Regression    Benjamin D. Capistrant"
1550244877-14099,,"30553 
            MTH   MTH   300   01   Dialogues in Mathematics and Statistics    Patricia Renate Cahn"
1550244877-14100,,"30554 
            MTH   MTH   301   01   Topics in Advanced Mathematics and Statistics Research in Mathematics   Patricia Renate Cahn"
1550244877-14101,,"30508 
            MTH   MTH   320   01   Seminar: Mathematical Statistics    Miles Q. Ott"
1550244877-14102,,"30555 
            MTH   MTH   333   01   Topics in Abstract Algebra Advanced Linear Algebra   David C. Meyer"
1550244877-14103,,"30556 
            MTH   MTH   370   01   Topics in Topology and Geometry Topology   Joseph A Hoisington"
1550244877-14104,,"31114 
            MTH   MTH   580   01   Graduate Special Studies    Ileana Vasu"
1550244877-14105,,"30320 
            MES   ARA   101   01   Elementary Arabic II    John O. Weinert"
1550244877-14106,,"30321 
            MES   ARA   101   02   Elementary Arabic II    May George"
1550244877-14107,,"30322 
            MES   ARA   201   01   Intermediate Arabic II    John O. Weinert"
1550244877-14108,,"30323 
            MES   ARA   301   01   Advanced Arabic II    John O. Weinert"
1550244877-14109,,"30324 
            MES   MES   222   01   Islam and Democracy in the Middle East    Sarah M Weirich"
1550244877-14110,,"30793 
            MES   MES   253   01   Visual Culture in the Islamic World    Bronwen S Gulkis"
1550244877-14111,,"30618 
            MUX   MUX   300   01   Museums Concentration Research Capstone Seminar    Jessica F. Nicoll"
1550244877-14112,,"30325 
            MUS   MUS   100   01   Colloquia Fundamentals of Music   Grant R. Moss"
1550244877-14113,,"30326 
            MUS   MUS   202   01   Thinking About Music    Margaret Sarkissian"
1550244877-14114,,"30343 
            MUS   MUS   203   01   Music as Memorial and Monument    Andrea Moore"
1550244877-14115,,"30344 
            MUS   MUS   231   01   From Goat Songs To Flash Mobs: Music and Theater    Katharine P. Soper"
1550244877-14116,,"30345 
            MUS   MUS   249   01   Islamic Popular Music    Suleiman Ali Mourad, Margaret Sarkissian"
1550244877-14117,,"30327 
            MUS   MUS   262   01   Experimental Music    Andrea Moore"
1550244877-14118,,"30328 
            MUS   MUS   325   01   Writing About Music    Steve Waksman"
1550244877-14119,,"30329 
            MUS   MUS   341   01   Seminar in Composition    Katharine P. Soper"
1550244877-14120,,"30330 
            MUS   MUS   901   01   Chamber Music    Judith Gordon, Colleen Jennings, Jiayan Sun"
1550244877-14121,,"30747 
            MUS   MUS   903   01   Conducting    Jonathan M. Hirsh"
1550244877-14122,,"31507 
            MUS   MUS   914Y   04   First Year of Study    Judith Gordon"
1550244877-14123,,"30341 
            MUS   MUS   924Y   01   Second year of study    Katherine Saik"
1550244877-14124,,"30331 
            MUS   MUS   951   01   Smith College Chorus    Sarah L Paquet"
1550244877-14125,,"30332 
            MUS   MUS   952   01   Smith College Glee Club    Jonathan M. Hirsh"
1550244877-14126,,"30333 
            MUS   MUS   953   01   Smith College Chamber Singers    Jonathan M. Hirsh"
1550244877-14127,,"30334 
            MUS   MUS   954   01   Smith College Orchestra    Jonathan M. Hirsh"
1550244877-14128,,"30335 
            MUS   MUS   955   01   Smith College Javanese Gamelan Ensemble    Maho Amy Ishiguro"
1550244877-14129,,"30336 
            MUS   MUS   956   01   Smith College Jazz Ensemble    Genevieve Rose"
1550244877-14130,,"30337 
            MUS   MUS   957   01   Smith College Wind Ensemble    Ellen Redman"
1550244877-14131,,"30338 
            MUS   MUS   958   01   Smith College Irish Music Ensemble: The Wailing Banshees    Ellen Redman"
1550244877-14132,,"30339 
            MUS   MUS   959   01   Handbell Choir    Grant R. Moss"
1550244877-14133,,"30194 
            NSC   NSC   125   01   Sensation and Perception    Richard F. Olivo"
1550244877-14134,,"30195 
            NSC   NSC   210   01   Fundamentals of Neuroscience    Adam Charles Hall"
1550244877-14135,,"30196 
            NSC   NSC   230   01   Experimental Methods in Neuroscience    Mary Ellen Harrington, Narendra H. Pathak"
1550244877-14136,,"30197 
            NSC   NSC   230   L01   Experimental Methods in Neuroscience    Mary Ellen Harrington, Narendra H. Pathak"
1550244877-14137,,"30756 
            NSC   NSC   314   01   Neuroendocrinology    Daniel M Vahaba"
1550244877-14138,,"30198 
            NSC   NSC   318   01   Systems Neurobiology    Lisa A. Mangiamele"
1550244877-14139,,"30811 
            NSC   NSC   328   01   Research in Systems Neurobiology    Lisa A. Mangiamele"
1550244877-14140,,"30529 
            PHI   PHI   101   01   Plausible and Implausible Reasoning: What Happened? What Will Happen Next?    Albert G. Mosley"
1550244877-14141,,"30482 
            PHI   PHI   108   01   The Meaning of Life    Lois C. Dubin, Jay Lazar Garfield"
1550244877-14142,,"30526 
            PHI   PHI   200   01   Philosophy Colloquium    Nalini Bhushan"
1550244877-14143,,"30530 
            PHI   PHI   204   01   Philosophy and Design    Elizabeth V. Spelman"
1550244877-14144,,"30653 
            PHI   PHI   209   01   Philosophy and History of Psychology    Jill Gibson de Villiers"
1550244877-14145,,"30531 
            PHI   PHI   216   01   Theory of Meaning: Semantics of Natural Language    Eric P Snyder"
1550244877-14146,,"30532 
            PHI   PHI   220   01   Incompleteness and Inconsistency: Topics in the Philosophy of Logic    Eric P Snyder"
1550244877-14147,,"30527 
            PHI   PHI   222   01   Ethics    John W Robison"
1550244877-14148,,"30528 
            PHI   PHI   236   01   Linguistic Structures    Jill Gibson de Villiers"
1550244877-14149,,"30667 
            PHI   PHI   241   01   Business Ethics: Moral Issues in the Boardroom and the Classroom    Wesley H Anderson"
1550244877-14150,,"30533 
            PHI   PHI   250   01   Epistemology Ignorance   Elizabeth V. Spelman"
1550244877-14151,,"30534 
            PHI   PHI   310   01   Seminar: Recent and Contemporary Philosophy Race in Contemporary Philosophy   Albert G. Mosley"
1550244877-14152,,"30535 
            PHI   PHI   310   02   Seminar: Recent and Contemporary Philosophy Cosmopolitanism   Nalini Bhushan"
1550244877-14153,,"30643 
            PHY   PHY   104   01   PHYSICS FOR FUTURE PRESIDENTS    Moumita Dasgupta"
1550244877-14154,,"30624 
            PHY   PHY   110   01   Energy, Environment and Climate    Nathanael Alexander Fortune"
1550244877-14155,,"30625 
            PHY   PHY   117   01   Introductory Physics I    Courtney Lannert"
1550244877-14156,,"30626 
            PHY   PHY   117   02   Introductory Physics I    Joyce Palmer-Fortune"
1550244877-14157,,"30885 
            PHY   PHY   117   04   Introductory Physics I    Moumita Dasgupta"
1550244877-14158,,"30628 
            PHY   PHY   117   D01   Introductory Physics I    Courtney Lannert"
1550244877-14159,,"30629 
            PHY   PHY   117   D02   Introductory Physics I    Joyce Palmer-Fortune"
1550244877-14160,,"30630 
            PHY   PHY   118   01   Introductory Physics II    Travis T. Norsen"
1550244877-14161,,"30631 
            PHY   PHY   118   D01   Introductory Physics II    Travis T. Norsen"
1550244877-14162,,"30632 
            PHY   PHY   210   01   Mathematical Methods of Physical Sciences and Engineering    Gary Neil Felder"
1550244877-14163,,"30633 
            PHY   PHY   210   02   Mathematical Methods of Physical Sciences and Engineering    Travis T. Norsen"
1550244877-14164,,"30636 
            PHY   PHY   215   01   Light, Relativity and Quantum Physics    Doreen Anne Weinberger"
1550244877-14165,,"30637 
            PHY   PHY   300   01   Physics Pedagogy: Theory    Joyce Palmer-Fortune"
1550244877-14166,,"30638 
            PHY   PHY   319   01   Thermal Physics    Gary Neil Felder"
1550244877-14167,,"30639 
            PHY   PHY   327   01   Quantum Mechanics    William Douglas Williams"
1550244877-14168,,"30640 
            PHY   PHY   350   01   Experimental Physics    Nathanael Alexander Fortune, Doreen Anne Weinberger"
1550244877-14169,,"30641 
            PHY   PHY   350   L01   Experimental Physics    Doreen Anne Weinberger"
1550244877-14170,,"30642 
            PHY   PHY   399   01   Current PhysicsLiterature    William Douglas Williams"
1550244877-14171,,"30644 
            PHY   PHY   410   01   Capstone Physics    William Douglas Williams"
1550244877-14172,,"30472 
            PYX   PYX   300   01   Poetry Concentration Capstone    Matthew R. Donovan"
1550244877-14173,,"30645 
            PSY   PSY   140   01   Health Psychology    Benita Sibia Jackson"
1550244877-14174,,"30646 
            PSY   PSY   201   01   Statistical Methods for Undergraduate Research    Katherine H. Clemans"
1550244877-14175,,"30647 
            PSY   PSY   201   L01   Statistical Methods for Undergraduate Research    Jennifer R. Smetzer"
1550244877-14176,,"30648 
            PSY   PSY   201   L02   Statistical Methods for Undergraduate Research    Jennifer R. Smetzer"
1550244877-14177,,"30649 
            PSY   PSY   202   01   Introduction to Research Methods    Beth Powell"
1550244877-14178,,"30650 
            PSY   PSY   202   02   Introduction to Research Methods    Katherine H. Clemans"
1550244877-14179,,"30651 
            PSY   PSY   202   03   Introduction to Research Methods    Benita Sibia Jackson"
1550244877-14180,,"30652 
            PSY   PSY   209   01   Colloquium: Philosophy and History of Psychology    Jill Gibson de Villiers"
1550244877-14181,,"30654 
            PSY   PSY   218   01   Cognitive Psychology    Maryjane Wraga"
1550244877-14182,,"30655 
            PSY   PSY   230   01   Colloquium: Psychopharmacology    Beth Powell"
1550244877-14183,,"30666 
            PSY   PSY   251   01   Alcohol and Other Licit Substances: Prevalence, Theory, and Research    Byron L. Zamboanga"
1550244877-14184,,"30724 
            PSY   PSY   253   01   Colloquium: Developmental Psychopathology    Caitlin B. Shepherd"
1550244877-14185,,"30656 
            PSY   PSY   267   01   Moral Psychology    Katherine H. Clemans"
1550244877-14186,,"30725 
            PSY   PSY   268   01   The Human Side of Climate Change    Michele Turin Wick"
1550244877-14187,,"30661 
            PSY   PSY   270   01   Colloquium: Social Psychology    Fletcher A. Blanchard"
1550244877-14188,,"30657 
            PSY   PSY   314   01   Seminar in Foundations of Behavior Cognition in Film   Maryjane Wraga"
1550244877-14189,,"30658 
            PSY   PSY   315   01   Autism Spectrum Disorders    Peter A. de Villiers"
1550244877-14190,,"30886 
            PSY   PSY   315   02   Autism Spectrum Disorders    Peter A. de Villiers"
1550244877-14191,,"30662 
            PSY   PSY   320   01   Research Seminar in Biological Rhythms    Mary Ellen Harrington"
1550244877-14192,,"30659 
            PSY   PSY   355   01   Practicum Seminar in Clinical Psychology    Marsha K. Pruett"
1550244877-14193,,"30660 
            PSY   PSY   358   01   Research Seminar in Clinical Psychology    Caitlin B. Shepherd"
1550244877-14194,,"30663 
            PSY   PSY   361   01   Research Seminar: Alcohol Use and Misuse Among High School and College Students    Philip K. Peake, Byron L. Zamboanga"
1550244877-14195,,"30664 
            PSY   PSY   369   01   Research Seminar on Categorization and Intergroup Behavior    Fletcher A. Blanchard"
1550244877-14196,,"30665 
            PSY   PSY   374   01   Psychology of Political Activism    Lauren E. Duncan"
1550244877-14197,,"30481 
            REL   REL   108   01   The Meaning of Life    Lois C. Dubin, Jay Lazar Garfield"
1550244877-14198,,"30483 
            REL   REL   112   01   Introduction to the Bible I    Joel S. Kaminsky"
1550244877-14199,,"30486 
            REL   REL   171   01   Introduction to Contemporary Hinduism    Andy N. Rotman"
1550244877-14200,,"30479 
            REL   REL   204   01   Blasphemy    Vera Shevzov"
1550244877-14201,,"30484 
            REL   REL   223   01   The Modern Jewish Experience    Lois C. Dubin"
1550244877-14202,,"30762 
            REL   REL   226   01   Gender, Power and Bioethics in Rabbinic Literature    Lila R Kagedan"
1550244877-14203,,"30477 
            REL   REL   242   01   The Politics and Culture of Russian Sacred Art    Vera Shevzov"
1550244877-14204,,"30480 
            REL   REL   246   01   Muslims, Modernity and Islam    Suleiman Ali Mourad"
1550244877-14205,,"30346 
            REL   REL   249   01   Islamic Popular Music    Suleiman Ali Mourad, Margaret Sarkissian"
1550244877-14206,,"30485 
            REL   REL   280   01   South Asian Visual Culture    Andy N. Rotman"
1550244877-14207,,"30473 
            RES   RES   100Y   01   Elementary Russian    Evgeny S. Dengub"
1550244877-14208,,"30474 
            RES   RES   127   01   Manuscripts Don't Burn: Literature and Dissent Under Stalin    Thomas Lee Roberts"
1550244877-14209,,"30478 
            RES   RES   210   01   Environment and Ecology in Russian Culture    Thomas Lee Roberts"
1550244877-14210,,"30475 
            RES   RES   222   01   Intermediate Russian II    Evgeny S. Dengub"
1550244877-14211,,"30476 
            RES   RES   242   01   The Politics and Culture of Russian Sacred Art    Vera Shevzov"
1550244877-14212,,"30199 
            SOC   SOC   101   01   Introduction to Sociology    Megan P. Nanney"
1550244877-14213,,"30200 
            SOC   SOC   101   02   Introduction to Sociology    Marc William Steinberg"
1550244877-14214,,"30347 
            SOC   SOC   101   03   Introduction to Sociology    Tina Wildhagen"
1550244877-14215,,"30348 
            SOC   SOC   203   01   Qualitative Methods    Timothy Recuber"
1550244877-14216,,"30354 
            SOC   SOC   216   01   Social Movements    Marc William Steinberg"
1550244877-14217,,"30349 
            SOC   SOC   224   01   Family and Society    William Cory Albertson"
1550244877-14218,,"30776 
            SOC   SOC   233   01   Sociology of Climate Change    Vanessa Mohr Adel"
1550244877-14219,,"30350 
            SOC   SOC   237   01   Gender and Globalization    Payal Banerjee"
1550244877-14220,,"30775 
            SOC   SOC   246   01   The Sociological Imagination    Ginetta E. B. Candelario"
1550244877-14221,,"30351 
            SOC   SOC   253   01   Sociology of Sexuality: Institutions, Identities and Cultures    William Cory Albertson"
1550244877-14222,,"30355 
            SOC   SOC   270   01   Media, Technology and Sociology    Timothy Recuber"
1550244877-14223,,"30352 
            SOC   SOC   323   01   Seminar: Gender and Social Change Gender, Sexuality and Social Movements in Conservative Times   Nancy E. Whittier"
1550244877-14224,,"30353 
            SOC   SOC   327   01   Seminar: Global Migration in the 21st Century    Payal Banerjee"
1550244877-14225,,"30406 
            SPP   POR   100Y   01   Elementary Portuguese    Marguerite I. Harrison"
1550244877-14226,,"30407 
            SPP   POR   125   01   Elementary Portuguese for Spanish Speakers    Malcolm Kenneth McNee"
1550244877-14227,,"30705 
            SPP   POR   205   01   Cities    Ibtissam Bouachrine"
1550244877-14228,,"30423 
            SPP   POR   215   01   Portuguese Conversation and Composition    Marguerite I. Harrison"
1550244877-14229,,"30721 
            SPP   POR   299   01   Teaching Romance Languages: Theories and Techniques on Second Language Acquisition    Simone M. Gugliotta"
1550244877-14230,,"30408 
            SPP   POR   381   01   Seminar in Portuguese and Brazilian Studies Brasil Profundo: Landscape and the Environmental Imaginary in Brazilian Culture   Malcolm Kenneth McNee"
1550244877-14231,,"30409 
            SPP   SPN   112Y   01   Elementary Spanish    Melissa M. Belmonte"
1550244877-14232,,"30410 
            SPP   SPN   112Y   02   Elementary Spanish    Molly Falsetti-Yu"
1550244877-14233,,"30411 
            SPP   SPN   200   01   Intermediate Spanish    Adrian A. Gras-Velazquez"
1550244877-14234,,"30412 
            SPP   SPN   200   02   Intermediate Spanish    Adrian A. Gras-Velazquez"
1550244877-14235,,"30704 
            SPP   SPN   205   01   Cities    Ibtissam Bouachrine"
1550244877-14236,,"30413 
            SPP   SPN   220   01   Contemporary Cultures in the Spanish-Speaking World    Molly Falsetti-Yu"
1550244877-14237,,"30414 
            SPP   SPN   220   02   Contemporary Cultures in the Spanish-Speaking World    Silvia Berger"
1550244877-14238,,"30415 
            SPP   SPN   220   03   Contemporary Cultures in the Spanish-Speaking World    Maria Helena Rueda"
1550244877-14239,,"30416 
            SPP   SPN   230   01   Latin American and Peninsular Culture and Society Domestica   Michelle Joffroy"
1550244877-14240,,"30417 
            SPP   SPN   240   01   From Page to Stage Argentina 2000-18: Searching from the Stage   Maria Estela Harretche"
1550244877-14241,,"30418 
            SPP   SPN   241   01   Culturas de España    Ibtissam Bouachrine"
1550244877-14242,,"30420 
            SPP   SPN   246   01   Latin American Literature and Culture Through the Jewish Lens: A Latin American Story   Silvia Berger"
1550244877-14243,,"30421 
            SPP   SPN   246   02   Latin American Literature and Culture Zapatismo Now: Cultural Resistance on the ""Other"" Border   Michelle Joffroy"
1550244877-14244,,"30424 
            SPP   SPN   250   01   Iberian Cultural History Ciphered Presences   Reyes Lázaro"
1550244877-14245,,"30425 
            SPP   SPN   260   01   Latin American Cultural History Becoming Latin America: Modernization and Resistance   Maria Helena Rueda"
1550244877-14246,,"30801 
            SPP   SPN   291   01   Reflecting on Your International Experience with Digital Storytelling    Nancy Saporta Sternbach"
1550244877-14247,,"30720 
            SPP   SPN   299   01   Teaching Romance Languages: Theories and Techniques on Second Language Acquisition    Simone M. Gugliotta"
1550244877-14248,,"30419 
            SPP   SPN   332   01   Seminar: The Middle Ages Today Islam in the West   Ibtissam Bouachrine"
1550244877-14249,,"30422 
            SPP   SPN   372   01   Seminar: Topics in Latin American and Iberian Studies Stages of Conflict: Performing Memory and Change in Spain and Latin America   Maria Estela Harretche"
1550244877-14250,,"30505 
            SDS   SDS   107   01   Statistical Thinking    Lu Lu"
1550244877-14251,,"30616 
            SDS   SDS   109   01   COMMUNICATING WITH DATA    David M. Rockoff"
1550244877-14252,,"30487 
            SDS   SDS   192   01   Introduction to Data Science    Benjamin S. Baumer"
1550244877-14253,,"30488 
            SDS   SDS   201   01   Statistical Methods for Undergraduates    Miles Q. Ott"
1550244877-14254,,"30489 
            SDS   SDS   201   L01   Statistical Methods for Undergraduates    Jennifer R. Smetzer"
1550244877-14255,,"30490 
            SDS   SDS   201   L02   Statistical Methods for Undergraduates    Jennifer R. Smetzer"
1550244877-14256,,"30491 
            SDS   SDS   220   01   Introduction to Probability and Statistics    Albert Y. Kim"
1550244877-14257,,"30493 
            SDS   SDS   220   L01   Introduction to Probability and Statistics    Jennifer R. Smetzer"
1550244877-14258,,"30495 
            SDS   SDS   220   L02   Introduction to Probability and Statistics    Jennifer R. Smetzer"
1550244877-14259,,"30497 
            SDS   SDS   290   01   Research Design and Analysis    Randi Garcia"
1550244877-14260,,"30499 
            SDS   SDS   291   01   Multiple Regression    Benjamin D. Capistrant"
1550244877-14261,,"30501 
            SDS   SDS   291   02   Multiple Regression    Benjamin D. Capistrant"
1550244877-14262,,"30778 
            SDS   SDS   293   01   Machine Learning    Albert Y. Kim"
1550244877-14263,,"30507 
            SDS   SDS   320   01   Mathematical Statistics    Miles Q. Ott"
1550244877-14264,,"30503 
            SDS   SDS   390   01   Topics in Statistical and Data Sciences Structural Equation Modeling   Randi Garcia"
1550244877-14265,,"30504 
            SDS   SDS   410   01   Capstone in Statistical & Data Sciences    Benjamin S. Baumer"
1550244877-14266,,"30201 
            SWG   SWG   100   01   Issues in Queer Studies    Kelly P. Anderson"
1550244877-14267,,"30202 
            SWG   SWG   150   01   Introduction to the Study of Women and Gender    Elisabeth Brownell Armstrong"
1550244877-14268,,"30203 
            SWG   SWG   150   02   Introduction to the Study of Women and Gender    Jina Boyong Kim"
1550244877-14269,,"30204 
            SWG   SWG   270   01   Colloquium: Oral History and Lesbian Subjects    Kelly P. Anderson"
1550244877-14270,,"30205 
            SWG   SWG   271   01   Colloquium: Reproductive Justice    Carrie N. Baker"
1550244877-14271,,"30207 
            SWG   SWG   290   01   Gender, Sexuality and Popular Culture    Jennifer M. DeClue"
1550244877-14272,,"30206 
            SWG   SWG   314   01   Documenting Queer Lives    Jennifer M. DeClue"
1550244877-14273,,"30509 
            THE   THE   141   01   Acting I: Fundamentals of Acting    Tara M. Franklin"
1550244877-14274,,"30511 
            THE   THE   200   01   Theatre Production    Nicole Cady Beck"
1550244877-14275,,"30512 
            THE   THE   201   01   Theatre Production    Nicole Cady Beck"
1550244877-14276,,"30514 
            THE   THE   242   01   Acting II Acting Comedy   Ellen Wendy Kaplan"
1550244877-14277,,"30515 
            THE   THE   253   01   Introduction to Lighting Design    Nan Zhang"
1550244877-14278,,"30516 
            THE   THE   254   01   Costume Design I    Catherine H. Smith"
1550244877-14279,,"30525 
            THE   THE   312   01   Masters and Movements in Performance Verbatim and Documentary Theatre   Daniel Elihu Kramer"
1550244877-14280,,"30523 
            THE   THE   312   02   Masters and Movements in Performance I Sing Earth   Andrea D. Hairston"
1550244877-14281,,"30524 
            THE   THE   312   L02   Masters and Movements in Performance I Sing Earth Lab   Andrea D. Hairston"
1550244877-14282,,"30517 
            THE   THE   344   01   Directing I    Ellen Wendy Kaplan"
1550244877-14283,,"30518 
            THE   THE   345   01   Directing II    Ellen Wendy Kaplan"
